,CustomerKey,AverageVisitPerMonth,AverageSpentEachMonth,TotalVisit,TotalMonth,Gender,TotalChildren,HouseOwnerFlag,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup,EnglishEducation,EnglishOccupation,Age,DateFirstPurchase,CommuteDistance,NumberCarsOwned,YearlyIncomeBand,TotalOrderNumber,TotalSpent,TotalProfit,TotalTransaction,AverageBasket,ChurnTarget
1259,20541,2,1174.48,2,1,F,2,0,Southwest,United States,North America,Partial College,Professional,63,2013-07-07,2-5 Miles,2,40K TO 80K,2,1174.48,419.8279,1,2,0
1260,16213,2,51.5133,6,3,F,0,1,Canada,Canada,North America,Graduate Degree,Skilled Manual,49,2013-07-05,0-1 Miles,0,40K TO 80K,6,154.54,76.9459,3,2,0
1261,20481,2,1170.48,2,1,M,3,1,Southwest,United States,North America,High School,Skilled Manual,47,2013-07-27,2-5 Miles,2,40K TO 80K,2,1170.48,418.9079,1,2,0
1262,15323,3,804.47,3,1,M,2,1,Canada,Canada,North America,High School,Professional,67,2013-11-20,10+ Miles,2,40K TO 80K,3,804.47,371.609,1,3,0
1264,27620,3,88.97,3,1,F,2,0,Southwest,United States,North America,Graduate Degree,Management,45,2013-09-22,0-1 Miles,2,Above 120k,3,88.97,55.6951,1,3,0
1266,29094,2,796.34,2,1,M,3,1,Australia,Australia,Pacific,High School,Skilled Manual,63,2013-08-11,5-10 Miles,2,Below 40k,2,796.34,293.3229,1,2,0
1267,11928,1,23.97,3,2,F,0,1,Southwest,United States,North America,Partial College,Skilled Manual,36,2013-05-31,5-10 Miles,2,40K TO 80K,3,47.94,30.0104,2,1,0
1269,24225,2,93.49,2,1,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,35,2013-08-04,5-10 Miles,1,40K TO 80K,2,93.49,58.5247,1,2,0
1270,15569,2,3077.98,2,1,F,1,1,Northwest,United States,North America,Partial College,Skilled Manual,46,2012-09-16,0-1 Miles,1,80k to 120k,2,3077.98,1339.2921,2,1,0
1272,12343,1,1855.976,4,3,F,0,1,Australia,Australia,Pacific,Bachelors,Professional,41,2012-01-17,10+ Miles,4,40K TO 80K,4,5567.9282,2451.6238,3,1,0
1273,22708,3,88.97,3,1,F,0,1,France,France,Europe,Partial High School,Manual,41,2013-09-10,0-1 Miles,2,Below 40k,3,88.97,55.6951,1,3,0
1274,15781,2,1604.97,5,2,M,2,1,Southwest,United States,North America,Bachelors,Management,58,2012-10-17,2-5 Miles,1,80k to 120k,5,3209.94,1397.8148,2,2,0
1276,21709,2,1155.48,2,1,F,2,1,Northwest,United States,North America,Partial College,Clerical,51,2013-11-03,1-2 Miles,1,40K TO 80K,2,1155.48,429.3139,1,2,0
1277,25147,2,39.98,2,1,F,2,1,Canada,Canada,North America,High School,Professional,58,2013-07-31,5-10 Miles,2,40K TO 80K,2,39.98,25.0274,1,2,0
1279,19313,2,1266.73,4,2,M,3,1,France,France,Europe,High School,Manual,48,2012-06-27,0-1 Miles,1,Below 40k,4,2533.46,945.7378,2,2,0
1281,17255,2,2221.12,4,2,F,0,1,Australia,Australia,Pacific,Partial High School,Professional,39,2011-03-19,10+ Miles,4,80k to 120k,4,4442.24,1815.8318,2,2,0
1283,28095,1,2.29,1,1,F,0,1,Northwest,United States,North America,Partial College,Skilled Manual,37,2013-06-27,5-10 Miles,1,Below 40k,1,2.29,1.4335,1,1,0
1284,26621,1,28.99,1,1,F,0,0,Northwest,United States,North America,Partial College,Skilled Manual,48,2013-10-01,2-5 Miles,1,40K TO 80K,1,28.99,18.1477,1,1,0
1285,17424,4,2423.48,4,1,M,1,1,Northwest,United States,North America,Partial College,Professional,47,2013-11-17,5-10 Miles,3,80k to 120k,4,2423.48,1119.1552,1,4,0
1286,24978,4,155.08,4,1,F,2,1,Northwest,United States,North America,Partial College,Professional,60,2013-07-14,10+ Miles,2,40K TO 80K,4,155.08,97.08,1,4,0
1288,20650,2,1174.48,2,1,M,1,1,Southwest,United States,North America,Bachelors,Skilled Manual,39,2013-08-05,0-1 Miles,0,40K TO 80K,2,1174.48,419.8279,1,2,0
1289,21540,1,801.235,3,2,M,4,0,United Kingdom,United Kingdom,Europe,Bachelors,Management,65,2012-12-04,0-1 Miles,3,Above 120k,3,1602.47,657.4927,2,1,0
1290,25868,2,2899.02,4,2,F,5,1,Southwest,United States,North America,Bachelors,Management,68,2011-02-21,10+ Miles,3,40K TO 80K,4,5798.04,2398.7191,2,2,0
1291,17212,3,61.97,3,1,F,4,1,France,France,Europe,High School,Professional,57,2013-11-27,10+ Miles,2,80k to 120k,3,61.97,38.7932,1,3,0
1293,28679,2,27.28,2,1,M,0,0,Northwest,United States,North America,Graduate Degree,Professional,49,2013-12-13,0-1 Miles,0,40K TO 80K,2,27.28,17.0772,1,2,0
1295,13680,2,2974.12,5,2,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Skilled Manual,40,2011-02-17,1-2 Miles,0,40K TO 80K,5,5948.24,2492.6337,2,2,0
1296,22877,1,2981.17,2,2,M,1,1,Canada,Canada,North America,Partial College,Skilled Manual,48,2011-07-30,2-5 Miles,1,40K TO 80K,2,5962.34,2309.1079,2,1,0
1297,18008,2,1229.5341,4,2,F,2,1,France,France,Europe,Partial College,Clerical,49,2011-07-17,0-1 Miles,1,Below 40k,4,2459.0682,917.9973,2,2,0
1299,15738,3,166.28,3,1,F,2,1,Southwest,United States,North America,Graduate Degree,Management,73,2013-12-16,2-5 Miles,3,Above 120k,3,166.28,104.0912,1,3,0
1300,24394,2,36.59,2,1,M,2,1,Southwest,United States,North America,Bachelors,Management,44,2013-07-01,2-5 Miles,3,80k to 120k,2,36.59,22.9053,1,2,0
1301,16628,2,93.79,4,2,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,44,2013-09-10,10+ Miles,4,80k to 120k,4,187.58,117.425,2,2,0
1302,11759,1,4027.025,3,2,F,1,0,Australia,Australia,Pacific,Graduate Degree,Management,40,2011-07-10,0-1 Miles,1,80k to 120k,3,8054.05,3422.0364,3,1,0
1303,29263,2,38.98,2,1,M,4,0,Southwest,United States,North America,Graduate Degree,Management,79,2013-11-28,1-2 Miles,2,40K TO 80K,2,38.98,24.4014,1,2,0
1304,22920,4,91.95,4,1,M,3,1,Australia,Australia,Pacific,Bachelors,Professional,50,2013-11-26,0-1 Miles,1,40K TO 80K,4,91.95,57.5606,1,4,0
1305,27789,3,553.97,3,1,M,3,1,United Kingdom,United Kingdom,Europe,High School,Manual,51,2013-08-30,0-1 Miles,1,Below 40k,3,553.97,205.0918,1,3,0
1306,15984,1,1562.48,3,2,M,1,1,Southwest,United States,North America,Bachelors,Management,55,2012-12-12,0-1 Miles,2,Above 120k,3,3124.96,1364.4134,2,1,0
1307,27391,2,33.98,2,1,M,3,1,Northwest,United States,North America,Bachelors,Management,68,2013-07-15,10+ Miles,2,40K TO 80K,2,33.98,21.2714,1,2,0
1308,17550,1,4.99,1,1,M,3,1,Northwest,United States,North America,Graduate Degree,Management,67,2013-12-19,10+ Miles,2,40K TO 80K,1,4.99,3.1237,1,1,0
1309,19542,3,579.97,3,1,M,1,1,Northwest,United States,North America,Graduate Degree,Professional,55,2013-06-10,2-5 Miles,1,40K TO 80K,3,579.97,266.1495,1,3,0
1310,13113,2,2277.4698,7,3,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,48,2012-06-15,5-10 Miles,1,80k to 120k,7,6832.4096,2945.7044,3,2,0
1311,11098,1,29.6533,4,3,F,1,0,Australia,Australia,Pacific,Partial College,Skilled Manual,54,2013-02-11,0-1 Miles,1,40K TO 80K,4,88.96,34.3088,3,1,0
1313,18068,2,2439.99,2,1,M,5,0,Southwest,United States,North America,Bachelors,Management,68,2013-10-31,2-5 Miles,4,40K TO 80K,2,2439.99,1129.4905,1,2,0
1314,28247,1,2981.17,2,2,M,2,1,Northwest,United States,North America,Partial College,Professional,58,2011-04-27,5-10 Miles,0,80k to 120k,2,5962.34,2309.1079,2,1,0
1316,20083,2,39.98,2,1,M,2,0,Southwest,United States,North America,High School,Manual,56,2013-11-04,0-1 Miles,2,Below 40k,2,39.98,25.0274,1,2,0
1319,20939,2,13.98,2,1,M,0,0,Germany,Germany,Europe,High School,Manual,38,2013-11-17,1-2 Miles,1,Below 40k,2,13.98,8.7514,1,2,0
1321,21480,2,39.98,2,1,M,2,0,Canada,Canada,North America,High School,Professional,66,2013-12-26,2-5 Miles,2,40K TO 80K,2,39.98,25.0274,1,2,0
1322,18609,3,1785.97,3,1,F,4,1,Northwest,United States,North America,Bachelors,Skilled Manual,40,2013-11-15,2-5 Miles,2,40K TO 80K,3,1785.97,651.8814,1,3,0
1323,11639,2,63.63,5,2,F,1,1,Southwest,United States,North America,Graduate Degree,Professional,42,2013-11-09,2-5 Miles,0,40K TO 80K,5,127.26,59.8686,2,2,0
1324,26332,2,49.48,2,1,M,3,0,Northwest,United States,North America,Bachelors,Skilled Manual,43,2013-08-16,0-1 Miles,0,80k to 120k,2,49.48,30.9744,1,2,0
1325,12910,2,56.97,2,1,M,1,1,Southwest,United States,North America,Graduate Degree,Professional,44,2013-10-06,0-1 Miles,0,40K TO 80K,2,56.97,35.6632,1,2,0
1326,12572,1,1305.7048,2,2,F,0,0,Australia,Australia,Pacific,Partial College,Manual,35,2012-01-22,2-5 Miles,1,Below 40k,2,2611.4096,1198.974,2,1,0
1327,23979,2,6.28,2,1,M,2,0,Germany,Germany,Europe,Partial College,Manual,53,2013-06-15,0-1 Miles,0,Below 40k,2,6.28,3.9312,1,2,0
1328,23292,2,34.98,2,1,M,4,0,Northwest,United States,North America,Graduate Degree,Skilled Manual,50,2013-07-30,0-1 Miles,0,40K TO 80K,2,34.98,21.8974,1,2,0
1330,27909,2,548.98,2,1,F,0,0,United Kingdom,United Kingdom,Europe,Partial College,Manual,39,2013-10-10,2-5 Miles,1,Below 40k,2,548.98,201.9681,1,2,0
1332,22751,4,133.47,4,1,M,4,0,Southwest,United States,North America,Bachelors,Management,68,2013-06-13,2-5 Miles,2,40K TO 80K,4,133.47,83.5521,1,4,0
1333,15028,1,1913.1998,3,2,F,0,0,Australia,Australia,Pacific,Partial College,Manual,35,2012-10-22,0-1 Miles,1,Below 40k,3,3826.3996,1584.4614,2,1,0
1334,26435,1,978.735,3,2,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,36,2012-05-26,10+ Miles,3,80k to 120k,3,1957.47,716.1113,2,1,0
1335,13451,1,21.98,1,1,F,1,0,Southwest,United States,North America,Partial College,Professional,48,2013-10-18,2-5 Miles,4,80k to 120k,1,21.98,13.7595,1,1,0
1336,24766,3,71.58,3,1,M,1,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,41,2013-07-25,1-2 Miles,0,40K TO 80K,3,71.58,44.809,1,3,0
1337,24520,3,2462.55,3,1,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,42,2013-06-28,5-10 Miles,1,40K TO 80K,3,2462.55,929.8805,1,3,0
1338,25994,2,2313.055,5,2,M,4,1,Northwest,United States,North America,High School,Skilled Manual,37,2011-08-05,2-5 Miles,2,40K TO 80K,5,4626.11,1959.2997,2,2,0
1339,25453,2,1170.48,2,1,M,1,0,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,42,2013-10-21,0-1 Miles,0,Below 40k,2,1170.48,418.9079,1,2,0
1340,22233,1,2998.665,3,2,M,1,1,Canada,Canada,North America,Graduate Degree,Skilled Manual,43,2011-05-18,0-1 Miles,0,40K TO 80K,3,5997.33,2331.0116,2,1,0
1342,11513,5,863.95,5,1,F,3,0,Canada,Canada,North America,Partial High School,Manual,55,2013-06-08,1-2 Miles,2,Below 40k,5,863.95,408.8434,1,5,0
1344,25791,3,60.47,3,1,M,3,0,France,France,Europe,Bachelors,Management,56,2013-11-27,2-5 Miles,4,80k to 120k,3,60.47,37.8541,1,3,0
1347,21998,2,56.98,2,1,M,2,1,Australia,Australia,Pacific,Bachelors,Professional,56,2013-07-14,5-10 Miles,1,80k to 120k,2,56.98,35.6695,1,2,0
1349,28662,2,2413.55,4,2,M,3,0,Southwest,United States,North America,Graduate Degree,Professional,43,2011-05-02,0-1 Miles,0,40K TO 80K,4,4827.1,1887.9464,2,2,0
1350,29203,4,4334.6,4,1,F,3,1,Southwest,United States,North America,Partial College,Professional,52,2011-07-28,5-10 Miles,0,40K TO 80K,4,4334.6,1696.6324,2,2,0
1351,11301,2,65.63,5,2,M,5,1,Northwest,United States,North America,Partial College,Professional,55,2013-06-09,5-10 Miles,4,80k to 120k,5,131.26,60.7886,2,2,0
1353,17009,3,2351.96,3,1,M,0,1,Southwest,United States,North America,Bachelors,Professional,46,2013-11-08,2-5 Miles,1,40K TO 80K,3,2351.96,1078.6719,1,3,0
1354,25038,2,2438.06,2,1,F,0,0,Northwest,United States,North America,Partial College,Skilled Manual,40,2013-12-27,1-2 Miles,2,40K TO 80K,2,2438.06,914.5498,1,2,0
1355,12054,2,80.506,11,5,M,4,1,Canada,Canada,North America,Bachelors,Management,47,2013-01-29,0-1 Miles,1,80k to 120k,11,402.53,251.9835,5,2,0
1356,17315,1,3015.305,3,2,F,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,54,2011-03-03,0-1 Miles,1,40K TO 80K,3,6030.61,2301.0056,2,1,0
1357,12987,1,2253.1565,4,3,F,1,0,Australia,Australia,Pacific,Graduate Degree,Management,40,2012-04-16,0-1 Miles,0,80k to 120k,4,6759.4696,2904.3322,3,1,0
1358,23564,2,34.98,2,1,F,0,0,Southwest,United States,North America,Partial High School,Clerical,38,2013-09-15,0-1 Miles,2,Below 40k,2,34.98,21.8974,1,2,0
1360,21692,2,14.98,2,1,F,0,0,Northwest,United States,North America,Graduate Degree,Skilled Manual,48,2013-07-12,0-1 Miles,0,40K TO 80K,2,14.98,9.3774,1,2,0
1362,26020,2,966.23,4,2,M,1,1,Australia,Australia,Pacific,Graduate Degree,Management,40,2012-01-08,0-1 Miles,0,80k to 120k,4,1932.46,721.835,2,2,0
1363,13528,2,2265.5198,5,2,F,0,1,Australia,Australia,Pacific,Partial College,Manual,37,2012-07-10,0-1 Miles,0,Below 40k,5,4531.0396,1852.1507,2,2,0
1365,14510,2,1518.1841,5,2,M,2,1,Northwest,United States,North America,Bachelors,Management,47,2011-01-22,1-2 Miles,2,80k to 120k,5,3036.3682,1355.4278,2,2,0
1366,13969,1,38.635,3,2,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,41,2013-09-20,5-10 Miles,1,40K TO 80K,3,77.27,28.5749,2,1,0
1367,23166,3,556.93,3,1,M,4,1,Southwest,United States,North America,High School,Skilled Manual,41,2013-06-18,10+ Miles,3,40K TO 80K,3,556.93,206.9448,1,3,0
1368,23707,3,565.47,3,1,M,5,1,Northwest,United States,North America,Bachelors,Management,68,2013-11-19,10+ Miles,3,40K TO 80K,3,565.47,212.2908,1,3,0
1369,27494,2,976.225,5,2,F,2,0,Australia,Australia,Pacific,Partial College,Skilled Manual,56,2012-12-25,1-2 Miles,2,40K TO 80K,5,1952.45,734.3487,2,2,0
1371,22648,2,2475.95,2,1,F,0,0,France,France,Europe,Bachelors,Clerical,47,2013-09-06,0-1 Miles,0,40K TO 80K,2,2475.95,908.8097,1,2,0
1372,24640,2,2419.06,2,1,F,4,0,Southwest,United States,North America,Bachelors,Management,73,2013-06-18,1-2 Miles,2,40K TO 80K,2,2419.06,924.0358,1,2,0
1373,15841,1,1552.635,3,2,M,0,0,Southwest,United States,North America,Bachelors,Management,37,2012-10-12,1-2 Miles,1,80k to 120k,3,3105.27,1352.0874,2,1,0
1374,18712,1,12.135,2,2,M,5,0,Australia,Australia,Pacific,Graduate Degree,Management,48,2013-03-29,0-1 Miles,3,80k to 120k,2,24.27,15.193,2,1,0
1377,19777,2,119.98,2,1,M,0,0,Southwest,United States,North America,Partial College,Skilled Manual,34,2013-07-28,1-2 Miles,2,40K TO 80K,2,119.98,55.3114,1,2,0
1382,23149,2,32.28,2,1,F,1,1,Southwest,United States,North America,Bachelors,Skilled Manual,44,2013-08-30,0-1 Miles,1,40K TO 80K,2,32.28,20.2072,1,2,0
1383,13757,3,86.96,3,1,F,4,0,Northwest,United States,North America,Graduate Degree,Skilled Manual,55,2013-08-06,0-1 Miles,0,40K TO 80K,3,86.96,54.4369,1,3,0
1384,29077,3,63.97,3,1,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,37,2013-11-07,5-10 Miles,2,40K TO 80K,3,63.97,40.0451,1,3,0
1386,15678,3,2407.78,10,3,F,0,1,France,France,Europe,Graduate Degree,Clerical,40,2012-09-08,0-1 Miles,0,40K TO 80K,10,7223.34,2904.3863,3,3,0
1387,17152,2,12.94,2,1,M,2,1,Northwest,United States,North America,Partial College,Professional,65,2013-08-01,10+ Miles,2,40K TO 80K,2,12.94,8.1004,1,2,0
1389,26638,2,2259.0741,4,2,F,1,0,Northwest,United States,North America,Graduate Degree,Professional,56,2012-06-10,0-1 Miles,1,40K TO 80K,4,4518.1482,1878.8217,2,2,0
1390,22310,3,93.97,3,1,F,0,0,Germany,Germany,Europe,Partial High School,Manual,37,2013-06-24,1-2 Miles,2,Below 40k,3,93.97,37.4451,1,3,0
1392,15858,2,7.28,2,1,M,4,0,Southwest,United States,North America,Graduate Degree,Skilled Manual,56,2013-07-22,0-1 Miles,0,40K TO 80K,2,7.28,4.5572,1,2,0
1393,14281,3,2373.15,7,2,M,0,0,Canada,Canada,North America,Bachelors,Management,41,2013-05-08,0-1 Miles,1,80k to 120k,7,4746.3,1987.2329,2,3,0
1395,20295,2,1174.48,2,1,M,0,0,Northwest,United States,North America,Partial College,Skilled Manual,41,2013-06-13,1-2 Miles,1,40K TO 80K,2,1174.48,419.8279,1,2,0
1396,24623,1,32.6,1,1,F,3,1,Northwest,United States,North America,Graduate Degree,Management,77,2014-01-13,1-2 Miles,2,40K TO 80K,1,32.6,20.4076,1,1,0
1397,16900,2,7.28,2,1,M,2,1,Southwest,United States,North America,Graduate Degree,Management,77,2013-08-17,5-10 Miles,3,Above 120k,2,7.28,4.5572,1,2,0
1399,23581,3,69.97,3,1,F,0,0,Southwest,United States,North America,Partial College,Skilled Manual,40,2013-08-17,1-2 Miles,1,40K TO 80K,3,69.97,43.8011,1,3,0
1400,24122,1,4.99,1,1,F,0,0,France,France,Europe,High School,Manual,39,2013-09-26,1-2 Miles,1,Below 40k,1,4.99,3.1237,1,1,0
1401,19253,1,770.2137,2,2,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,53,2012-02-12,0-1 Miles,0,Below 40k,2,1540.4275,640.1986,2,1,0
1402,17779,3,1416.7358,10,3,F,0,1,France,France,Europe,Graduate Degree,Clerical,47,2012-11-08,0-1 Miles,0,40K TO 80K,10,4250.2075,1830.3031,3,3,0
1403,22107,2,71.97,2,1,M,2,0,Canada,Canada,North America,Partial High School,Skilled Manual,55,2013-06-12,1-2 Miles,2,40K TO 80K,2,71.97,25.2572,1,2,0
1405,23063,3,37.27,3,1,F,3,1,Southwest,United States,North America,Graduate Degree,Management,78,2013-12-16,1-2 Miles,2,40K TO 80K,3,37.27,23.3309,1,3,0
1406,26976,4,791.32,4,1,M,0,0,France,France,Europe,High School,Manual,36,2013-07-20,1-2 Miles,1,Below 40k,4,791.32,311.5603,1,4,0
1407,14384,3,93.97,3,1,F,4,1,Northwest,United States,North America,Bachelors,Management,70,2013-10-06,2-5 Miles,2,40K TO 80K,3,93.97,37.4451,1,3,0
1408,12698,2,2262.2498,6,3,M,0,1,Australia,Australia,Pacific,High School,Management,39,2012-03-13,10+ Miles,4,80k to 120k,6,6786.7496,2921.4094,3,2,0
1409,17441,4,2404.95,4,1,F,2,1,Southwest,United States,North America,Partial High School,Skilled Manual,60,2013-11-16,5-10 Miles,2,80k to 120k,4,2404.95,1082.6154,1,4,0
1411,26097,2,2886.52,4,2,M,2,0,Southwest,United States,North America,Graduate Degree,Management,80,2011-12-21,2-5 Miles,3,Above 120k,4,5773.04,2387.7791,2,2,0
1413,15426,3,57.96,7,2,F,5,1,Australia,Australia,Pacific,High School,Skilled Manual,71,2013-03-26,5-10 Miles,3,Below 40k,7,115.92,69.0057,2,3,0
1414,20836,1,969.235,3,2,M,2,1,Germany,Germany,Europe,Partial College,Manual,44,2012-07-20,2-5 Miles,1,Below 40k,3,1938.47,725.5973,2,1,0
1416,12157,1,21.475,2,2,M,1,1,Southwest,United States,North America,Graduate Degree,Management,80,2013-05-10,2-5 Miles,1,Above 120k,2,42.95,26.8867,2,1,0
1417,24749,3,64.97,3,1,M,2,1,Southwest,United States,North America,Partial High School,Clerical,41,2013-09-24,1-2 Miles,2,Below 40k,3,64.97,40.6711,1,3,0
1418,16093,3,554.97,3,1,F,0,1,Southwest,United States,North America,Graduate Degree,Professional,49,2013-09-28,2-5 Miles,0,40K TO 80K,3,554.97,254.7877,1,3,0
1419,21895,1,2328.7562,3,2,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,39,2012-03-05,10+ Miles,4,80k to 120k,3,4657.5125,1769.6884,2,1,0
1420,26223,4,2407.04,4,1,M,0,0,Germany,Germany,Europe,High School,Manual,42,2013-09-25,1-2 Miles,1,Below 40k,4,2407.04,912.9512,1,4,0
1421,17567,2,1709.98,2,1,M,1,1,Southwest,United States,North America,Bachelors,Skilled Manual,44,2013-07-03,2-5 Miles,1,40K TO 80K,2,1709.98,620.5477,1,2,0
1422,11224,1,2228.53,5,3,F,2,1,Northwest,United States,North America,High School,Professional,63,2011-08-07,10+ Miles,2,40K TO 80K,5,6685.59,2774.6971,3,1,0
1424,24208,2,1709.98,2,1,F,0,1,France,France,Europe,Graduate Degree,Clerical,46,2013-08-28,0-1 Miles,0,40K TO 80K,2,1709.98,620.5477,1,2,0
1426,13866,3,2319.7562,7,2,F,2,1,Southwest,United States,North America,Graduate Degree,Professional,42,2012-08-13,0-1 Miles,0,40K TO 80K,7,4639.5125,1976.672,2,3,0
1427,18194,1,42.98,3,2,F,0,1,Australia,Australia,Pacific,Bachelors,Professional,40,2013-05-22,10+ Miles,4,40K TO 80K,3,85.96,50.2509,2,1,0
1428,26850,2,53.98,2,1,M,3,0,United Kingdom,United Kingdom,Europe,High School,Manual,41,2013-06-07,0-1 Miles,2,Below 40k,2,53.98,13.9954,1,2,0
1430,15340,2,52.0133,8,3,F,2,1,Canada,Canada,North America,Partial High School,Skilled Manual,64,2013-03-16,10+ Miles,3,40K TO 80K,8,156.04,94.1208,3,2,0
1432,19668,2,119.98,2,1,M,0,0,Northwest,United States,North America,Partial College,Skilled Manual,36,2013-12-18,1-2 Miles,1,40K TO 80K,2,119.98,55.3114,1,2,0
1433,13631,4,3408.5591,8,2,M,0,1,Australia,Australia,Pacific,Bachelors,Professional,42,2012-07-01,10+ Miles,3,80k to 120k,8,6817.1182,2944.1178,3,2,0
1434,28324,2,548.98,2,1,M,1,1,Australia,Australia,Pacific,Partial College,Skilled Manual,52,2013-06-23,5-10 Miles,1,40K TO 80K,2,548.98,201.9681,1,2,0
1435,28865,3,31.27,3,1,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,41,2013-06-14,5-10 Miles,1,40K TO 80K,3,31.27,19.5749,1,3,0
1436,23996,2,1372.2612,5,2,M,0,0,Australia,Australia,Pacific,Partial College,Manual,36,2012-09-09,0-1 Miles,1,Below 40k,5,2744.5225,1068.0382,2,2,0
1439,25917,2,2349.91,4,2,M,0,0,Southwest,United States,North America,Partial College,Skilled Manual,37,2011-05-01,1-2 Miles,2,40K TO 80K,4,4699.82,1980.9362,2,2,0
1442,15011,3,89.97,3,1,F,0,1,Southwest,United States,North America,Partial College,Skilled Manual,37,2013-07-09,5-10 Miles,2,40K TO 80K,3,89.97,36.5251,1,3,0
1444,13445,2,75.97,2,1,M,1,0,Southwest,United States,North America,Partial College,Professional,52,2013-11-14,2-5 Miles,4,Above 120k,2,75.97,26.1772,1,2,0
1445,16508,3,83.97,3,1,M,2,1,France,France,Europe,Bachelors,Clerical,75,2013-08-23,2-5 Miles,1,Below 40k,3,83.97,52.5651,1,3,0
1446,23455,2,12.94,2,1,M,2,0,Canada,Canada,North America,Partial High School,Skilled Manual,59,2013-12-14,1-2 Miles,2,80k to 120k,2,12.94,8.1004,1,2,0
1449,12240,1,1982.49,2,2,M,0,0,Australia,Australia,Pacific,Partial College,Manual,34,2011-12-28,2-5 Miles,1,Below 40k,2,3964.98,1744.6077,2,1,0
1450,16485,2,39.98,2,1,M,0,1,Southwest,United States,North America,Partial High School,Clerical,35,2013-10-12,5-10 Miles,2,40K TO 80K,2,39.98,25.0274,1,2,0
1453,15111,2,78.98,2,1,F,4,1,France,France,Europe,High School,Professional,58,2014-01-16,2-5 Miles,3,80k to 120k,2,78.98,49.4414,1,2,0
1454,25021,2,777.2037,4,2,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,65,2012-08-05,5-10 Miles,2,Below 40k,4,1554.4075,599.8801,2,2,0
1455,26180,1,4.99,1,1,M,0,0,Canada,Canada,North America,Partial High School,Clerical,37,2013-09-14,5-10 Miles,2,Below 40k,1,4.99,3.1237,1,1,0
1457,24875,3,27.77,3,1,M,4,1,Germany,Germany,Europe,High School,Management,66,2013-06-27,10+ Miles,3,80k to 120k,3,27.77,17.3839,1,3,0
1458,13637,3,3388.5641,6,2,F,0,1,Australia,Australia,Pacific,Partial College,Management,42,2012-07-25,10+ Miles,3,80k to 120k,6,6777.1282,2919.0841,3,2,0
1460,12409,1,77.5,2,2,F,3,1,Southwest,United States,North America,Partial College,Clerical,40,2013-05-20,1-2 Miles,0,40K TO 80K,2,155.0,97.03,2,1,0
1462,14673,2,2558.8748,4,2,M,1,1,Australia,Australia,Pacific,Graduate Degree,Management,46,2012-09-09,0-1 Miles,1,80k to 120k,4,5117.7496,2283.1053,3,1,0
1463,26495,2,58.98,2,1,F,2,1,Canada,Canada,North America,High School,Professional,66,2013-09-15,10+ Miles,2,40K TO 80K,2,58.98,15.5414,1,2,0
1464,24706,4,578.46,4,1,F,0,0,Germany,Germany,Europe,High School,Manual,43,2013-10-25,1-2 Miles,1,Below 40k,4,578.46,220.4225,1,4,0
1466,15280,2,1557.47,5,2,F,0,0,Southwest,United States,North America,Bachelors,Management,47,2012-02-24,1-2 Miles,1,80k to 120k,5,3114.94,1362.429,2,2,0
